record_type	packaging_source_file	module_name	n_paired_patients	n_samples_used	model_formula	group_coefficient	standard_error	t_statistic	p_value	fdr_bh_across_modules	direction	interpretation	notes	signature_name	fdr_bh_across_signatures	adjustment_model	covariates_included	base_group_coefficient	adjusted_group_coefficient	coefficient_change_percent	base_p_value	adjusted_p_value	base_fdr	adjusted_fdr_within_model_family	attenuation_class	analysis_level	n_observations	correlation_method	correlation	fdr_bh	base_support_class	dominant_correlated_tissue_state_signatures	adjustment_result_summary	final_bulk_interpretation	allowed_claim	not_allowed_claim
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_Bonferroni							0.00115630017291103			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	injury_KIM1_LCN2_like												paired_difference_level	26	Spearman	0.601367521367521	0.00412964347468226						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_Bonferroni							5.28937436765587e-08			descriptive_noncausal_correlation	Across all included samples.	inflammatory_stress												sample_level	55	Spearman	0.656421356421356	6.61171795956983e-08						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_Bonferroni							0.0743544673214977			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	inflammatory_stress												paired_difference_level	26	Spearman	0.355897435897436	0.0929430841518721						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_Bonferroni							1.96118774777925e-09			descriptive_noncausal_correlation	Across all included samples.	epithelial_transport												sample_level	55	Spearman	0.704401154401154	3.77151489957548e-09						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_Bonferroni							0.0113289737680612			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	epithelial_transport												paired_difference_level	26	Spearman	0.488547008547008	0.019532713393209						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_Bonferroni							3.2460152129118e-07			descriptive_noncausal_correlation	Across all included samples.	Loop_TAL_transport_proxy												sample_level	55	Spearman	0.625757575757576	3.38126584678313e-07						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_Bonferroni							0.0199195676673265			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	Loop_TAL_transport_proxy												paired_difference_level	26	Spearman	0.453675213675214	0.0296031420599455						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_Bonferroni							9.1763290789313e-09			descriptive_noncausal_correlation	Across all included samples.	collecting_duct_proxy												sample_level	55	Spearman	0.683044733044733	1.43380141858301e-08						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_Bonferroni							0.0182989292243228			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	collecting_duct_proxy												paired_difference_level	26	Spearman	0.459145299145299	0.0295144019747141						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_Bonferroni							1.59166025126598e-14			descriptive_noncausal_correlation	Across all included samples.	fibroblast_stromal_ECM												sample_level	55	Spearman	0.821284271284271	2.65276708544331e-13						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_Bonferroni							0.00068271075823028			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	fibroblast_stromal_ECM												paired_difference_level	26	Spearman	0.622564102564103	0.00379114282468266						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_Bonferroni							8.84272531628593e-13			descriptive_noncausal_correlation	Across all included samples.	fibrosis_remodeling												sample_level	55	Spearman	0.788528138528138	4.42136265814296e-12						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_Bonferroni							0.00680751090212401			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	fibrosis_remodeling												paired_difference_level	26	Spearman	0.517264957264957	0.0154716156866455						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_Bonferroni							8.34934079833724e-14			descriptive_noncausal_correlation	Across all included samples.	endothelial_proxy												sample_level	55	Spearman	0.808513708513708	9.1350189385771e-13						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_Bonferroni							4.7444609761649e-06			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	endothelial_proxy												paired_difference_level	26	Spearman	0.767521367521367	0.000237223048808245						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_Bonferroni							3.36352465148182e-08			descriptive_noncausal_correlation	Across all included samples.	immune_proxy												sample_level	55	Spearman	0.663564213564213	4.42569033089713e-08						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_Bonferroni							0.0805019305917641			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	immune_proxy												paired_difference_level	26	Spearman	0.349059829059829	0.095835631656862						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_Bonferroni							2.85925575938167e-09			descriptive_noncausal_correlation	Across all included samples.	mineralization_remodeling_proxy												sample_level	55	Spearman	0.699350649350649	5.1058138560387e-09						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_Bonferroni							0.0113289737680612			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	mineralization_remodeling_proxy												paired_difference_level	26	Spearman	0.488547008547008	0.019532713393209						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_FDR05							6.93389065772422e-13			descriptive_noncausal_correlation	Across all included samples.	injury_KIM1_LCN2_like												sample_level	55	Spearman	0.790692640692641	3.85216147651345e-12						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_FDR05							0.00111888841800246			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	injury_KIM1_LCN2_like												paired_difference_level	26	Spearman	0.602735042735043	0.00412964347468226						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_FDR05							3.28643060857611e-08			descriptive_noncausal_correlation	Across all included samples.	inflammatory_stress												sample_level	55	Spearman	0.663924963924964	4.42569033089713e-08						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_FDR05							0.106642106876836			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	inflammatory_stress												paired_difference_level	26	Spearman	0.323760683760684	0.118491229863151						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_FDR05							2.39988593188988e-10			descriptive_noncausal_correlation	Across all included samples.	epithelial_transport												sample_level	55	Spearman	0.730735930735931	5.45428620884064e-10						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_FDR05							0.00180523036676265			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	epithelial_transport												paired_difference_level	26	Spearman	0.582222222222222	0.00501452879656291						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_FDR05							2.23723122833501e-05			descriptive_noncausal_correlation	Across all included samples.	Loop_TAL_transport_proxy												sample_level	55	Spearman	0.538383838383838	2.23723122833501e-05						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_FDR05							0.115508833826502			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	Loop_TAL_transport_proxy												paired_difference_level	26	Spearman	0.316239316239316	0.1228817381133						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_FDR05							8.95652895759383e-10			descriptive_noncausal_correlation	Across all included samples.	collecting_duct_proxy												sample_level	55	Spearman	0.714574314574315	1.85332425769457e-09						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_FDR05							0.00270545921246741			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	collecting_duct_proxy												paired_difference_level	26	Spearman	0.563760683760684	0.00676364803116852						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_FDR05							1.50120080315909e-13			descriptive_noncausal_correlation	Across all included samples.	fibroblast_stromal_ECM												sample_level	55	Spearman	0.803751803751804	1.25100066929925e-12						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_FDR05							0.00104719167134451			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	fibroblast_stromal_ECM												paired_difference_level	26	Spearman	0.605470085470085	0.00412964347468226						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_FDR05							1.21695713654007e-11			descriptive_noncausal_correlation	Across all included samples.	fibrosis_remodeling												sample_level	55	Spearman	0.763492063492063	3.57928569570608e-11						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_FDR05							0.00960517268653429			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	fibrosis_remodeling												paired_difference_level	26	Spearman	0.498119658119658	0.0184714859356429						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_FDR05							2.18942555557456e-12			descriptive_noncausal_correlation	Across all included samples.	endothelial_proxy												sample_level	55	Spearman	0.78023088023088	7.81937698419487e-12						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_FDR05							0.00018228435902983			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	endothelial_proxy												paired_difference_level	26	Spearman	0.66974358974359	0.00257908626752204						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_FDR05							9.57988206432465e-08			descriptive_noncausal_correlation	Across all included samples.	immune_proxy												sample_level	55	Spearman	0.646753246753247	1.08862296185507e-07						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_FDR05							0.175826304947627			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	immune_proxy												paired_difference_level	26	Spearman	0.273846153846154	0.179414596885334						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_FDR05							1.51623685323814e-08			descriptive_noncausal_correlation	Across all included samples.	mineralization_remodeling_proxy												sample_level	55	Spearman	0.675685425685426	2.22976007829138e-08						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_FDR05							0.0519164436547149			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	mineralization_remodeling_proxy												paired_difference_level	26	Spearman	0.385299145299145	0.0665595431470704						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_suggestive_p1e4							5.9843307455961e-13			descriptive_noncausal_correlation	Across all included samples.	injury_KIM1_LCN2_like												sample_level	55	Spearman	0.791991341991342	3.74020671599756e-12						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_suggestive_p1e4							0.00085540034379829			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	injury_KIM1_LCN2_like												paired_difference_level	26	Spearman	0.613675213675214	0.00388818338090132						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_suggestive_p1e4							9.49679345089543e-08			descriptive_noncausal_correlation	Across all included samples.	inflammatory_stress												sample_level	55	Spearman	0.646897546897547	1.08862296185507e-07						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_suggestive_p1e4							0.155399225970602			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	inflammatory_stress												paired_difference_level	26	Spearman	0.286837606837607	0.161874193719377						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_suggestive_p1e4							4.48042559349117e-11			descriptive_noncausal_correlation	Across all included samples.	epithelial_transport												sample_level	55	Spearman	0.74978354978355	1.12010639837279e-10						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_suggestive_p1e4							0.00154455954124742			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	epithelial_transport												paired_difference_level	26	Spearman	0.589059829059829	0.00461493345636811						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_suggestive_p1e4							1.3677771923905e-05			descriptive_noncausal_correlation	Across all included samples.	Loop_TAL_transport_proxy												sample_level	55	Spearman	0.54992784992785	1.39569101264337e-05						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_suggestive_p1e4							0.111413638311548			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	Loop_TAL_transport_proxy												paired_difference_level	26	Spearman	0.31965811965812	0.121101780773422						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_suggestive_p1e4							3.22666139739885e-10			descriptive_noncausal_correlation	Across all included samples.	collecting_duct_proxy												sample_level	55	Spearman	0.727200577200577	7.01448129869316e-10						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_suggestive_p1e4							0.00258950076882254			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	collecting_duct_proxy												paired_difference_level	26	Spearman	0.565811965811966	0.00676364803116852						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_suggestive_p1e4							1.36139108861671e-14			descriptive_noncausal_correlation	Across all included samples.	fibroblast_stromal_ECM												sample_level	55	Spearman	0.822438672438672	2.65276708544331e-13						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_suggestive_p1e4							0.000758228564936533			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	fibroblast_stromal_ECM												paired_difference_level	26	Spearman	0.618461538461538	0.00379114282468266						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_suggestive_p1e4							4.80909137057084e-12			descriptive_noncausal_correlation	Across all included samples.	fibrosis_remodeling												sample_level	55	Spearman	0.772727272727273	1.60303045685695e-11						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_suggestive_p1e4							0.0104374990533094			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	fibrosis_remodeling												paired_difference_level	26	Spearman	0.493333333333333	0.0193287019505729						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_suggestive_p1e4							4.74915366822866e-13			descriptive_noncausal_correlation	Across all included samples.	endothelial_proxy												sample_level	55	Spearman	0.794011544011544	3.39225262016333e-12						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_suggestive_p1e4							0.000206326901401763			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	endothelial_proxy												paired_difference_level	26	Spearman	0.665641025641026	0.00257908626752204						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_suggestive_p1e4							1.55567933258505e-07			descriptive_noncausal_correlation	Across all included samples.	immune_proxy												sample_level	55	Spearman	0.638600288600289	1.72853259176117e-07						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_suggestive_p1e4							0.222137589007886			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	immune_proxy												paired_difference_level	26	Spearman	0.247863247863248	0.222137589007886						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_suggestive_p1e4							3.97098119898846e-08			descriptive_noncausal_correlation	Across all included samples.	mineralization_remodeling_proxy												sample_level	55	Spearman	0.660966810966811	5.0910015371647e-08						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_suggestive_p1e4							0.051466425433734			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	mineralization_remodeling_proxy												paired_difference_level	26	Spearman	0.385982905982906	0.0665595431470704						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top100							1.6817261990411e-11			descriptive_noncausal_correlation	Across all included samples.	injury_KIM1_LCN2_like												sample_level	55	Spearman	0.76017316017316	4.67146166400305e-11						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top100							0.000745160693191392			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	injury_KIM1_LCN2_like												paired_difference_level	26	Spearman	0.619145299145299	0.00379114282468266						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top100							5.45894493069623e-08			descriptive_noncausal_correlation	Across all included samples.	inflammatory_stress												sample_level	55	Spearman	0.655916305916306	6.65724991548321e-08						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top100							0.0767688467110577			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	inflammatory_stress												paired_difference_level	26	Spearman	0.353162393162393	0.0936205447695826						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top100							4.35817253980882e-09			descriptive_noncausal_correlation	Across all included samples.	epithelial_transport												sample_level	55	Spearman	0.693578643578644	7.02931054807874e-09						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top100							0.00762020054033362			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	epithelial_transport												paired_difference_level	26	Spearman	0.511111111111111	0.0165656533485513						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top100							2.89776871398079e-07			descriptive_noncausal_correlation	Across all included samples.	Loop_TAL_transport_proxy												sample_level	55	Spearman	0.627777777777778	3.14974860215303e-07						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top100							0.0199195676673265			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	Loop_TAL_transport_proxy												paired_difference_level	26	Spearman	0.453675213675214	0.0296031420599455						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top100							1.2908842896502e-08			descriptive_noncausal_correlation	Across all included samples.	collecting_duct_proxy												sample_level	55	Spearman	0.678066378066378	1.95588528734879e-08						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top100							0.0128570185091863			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	collecting_duct_proxy												paired_difference_level	26	Spearman	0.481025641025641	0.0214283641819772						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top100							1.54583195990745e-14			descriptive_noncausal_correlation	Across all included samples.	fibroblast_stromal_ECM												sample_level	55	Spearman	0.821500721500721	2.65276708544331e-13						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top100							0.00136000803773546			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	fibroblast_stromal_ECM												paired_difference_level	26	Spearman	0.594529914529914	0.00453336012578486						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top100							1.09797055941044e-12			descriptive_noncausal_correlation	Across all included samples.	fibrosis_remodeling												sample_level	55	Spearman	0.786580086580086	4.57487733087685e-12						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top100							0.00861702575505009			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	fibrosis_remodeling												paired_difference_level	26	Spearman	0.504273504273504	0.0179521369896877						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top100							9.1350189385771e-14			descriptive_noncausal_correlation	Across all included samples.	endothelial_proxy												sample_level	55	Spearman	0.807792207792208	9.1350189385771e-13						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top100							2.08192323245854e-05			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	endothelial_proxy												paired_difference_level	26	Spearman	0.732649572649573	0.000520480808114636						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top100							2.71412558234095e-08			descriptive_noncausal_correlation	Across all included samples.	immune_proxy												sample_level	55	Spearman	0.666883116883117	3.76961886436243e-08						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top100							0.0850297323293271			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	immune_proxy												paired_difference_level	26	Spearman	0.344273504273504	0.0988717817782873						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top100							2.98367339652925e-09			descriptive_noncausal_correlation	Across all included samples.	mineralization_remodeling_proxy												sample_level	55	Spearman	0.698773448773449	5.14426447677457e-09						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top100							0.00949091724757085			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	mineralization_remodeling_proxy												paired_difference_level	26	Spearman	0.498803418803419	0.0184714859356429						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top50							6.68973866067857e-11			descriptive_noncausal_correlation	Across all included samples.	injury_KIM1_LCN2_like												sample_level	55	Spearman	0.745382395382395	1.59279491920918e-10						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top50							0.00053139845584653			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	injury_KIM1_LCN2_like												paired_difference_level	26	Spearman	0.632136752136752	0.00379114282468266						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top50							3.03017929278556e-07			descriptive_noncausal_correlation	Across all included samples.	inflammatory_stress												sample_level	55	Spearman	0.626984126984127	3.22359499232507e-07						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top50							0.0467151984111255			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	inflammatory_stress												paired_difference_level	26	Spearman	0.393504273504273	0.0631286465015209						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top50							2.19783782113209e-09			descriptive_noncausal_correlation	Across all included samples.	epithelial_transport												sample_level	55	Spearman	0.702886002886003	4.0700700391335e-09						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top50							0.0049221189766768			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	epithelial_transport												paired_difference_level	26	Spearman	0.534358974358974	0.0117193308968495						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top50							3.16312004145584e-09			descriptive_noncausal_correlation	Across all included samples.	Loop_TAL_transport_proxy												sample_level	55	Spearman	0.697979797979798	5.27186673575973e-09						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top50							0.000290198458636076			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	Loop_TAL_transport_proxy												paired_difference_level	26	Spearman	0.654017094017094	0.00290198458636076						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top50							2.49375844490889e-08			descriptive_noncausal_correlation	Across all included samples.	collecting_duct_proxy												sample_level	55	Spearman	0.668181818181818	3.56251206415555e-08						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top50							0.020130136600763			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	collecting_duct_proxy												paired_difference_level	26	Spearman	0.452991452991453	0.0296031420599455						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top50							1.01365056054603e-12			descriptive_noncausal_correlation	Across all included samples.	fibroblast_stromal_ECM												sample_level	55	Spearman	0.787301587301587	4.57487733087685e-12						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top50							0.0348319512990191			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	fibroblast_stromal_ECM												paired_difference_level	26	Spearman	0.415384615384615	0.0497599304271701						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top50							3.6430689123533e-11			descriptive_noncausal_correlation	Across all included samples.	fibrosis_remodeling												sample_level	55	Spearman	0.752020202020202	9.58702345356131e-11						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top50							0.0968259694946953			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	fibrosis_remodeling												paired_difference_level	26	Spearman	0.332649572649573	0.110029510789426						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top50							1.6554555757116e-12			descriptive_noncausal_correlation	Across all included samples.	endothelial_proxy												sample_level	55	Spearman	0.782828282828283	6.36713682966001e-12						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top50							0.00156907737516516			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	endothelial_proxy												paired_difference_level	26	Spearman	0.588376068376068	0.00461493345636811						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top50							7.49329428335596e-08			descriptive_noncausal_correlation	Across all included samples.	immune_proxy												sample_level	55	Spearman	0.650793650793651	8.92058843256661e-08						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top50							0.0371988683197541			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	immune_proxy												paired_difference_level	26	Spearman	0.410598290598291	0.0516650948885473						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top50							9.26662128847286e-10			descriptive_noncausal_correlation	Across all included samples.	mineralization_remodeling_proxy												sample_level	55	Spearman	0.714141414141414	1.85332425769457e-09						
module_tissue_state_correlation	results/tables/phase5_step3_module_tissue_state_correlations.tsv	MAGMA_top50							0.000602938518280837			descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.	mineralization_remodeling_proxy												paired_difference_level	26	Spearman	0.627350427350427	0.00379114282468266						
interpretation_summary	results/tables/phase5_step3_tissue_state_sensitivity_interpretation_summary.tsv	MAGMA_Bonferroni											Processed bulk data, 26 pairs, and filename-derived labels limit inference.																		no_clear_shift	endothelial_proxy;fibroblast_stromal_ECM;injury_KIM1_LCN2_like	strongly_attenuated;retained_after_adjustment;attenuated_but_retained	Bulk module signals are disease-context consistency evidence embedded within tissue-state programs; they are not independent validation.	Bulk module shifts are embedded in plaque/stone-associated injury/remodeling tissue-state programs.	Bulk validates causal genes; injury adjustment proves confounding; retained adjusted effect proves independent mechanism; deconvolution proves cell fractions.
interpretation_summary	results/tables/phase5_step3_tissue_state_sensitivity_interpretation_summary.tsv	MAGMA_FDR05											Processed bulk data, 26 pairs, and filename-derived labels limit inference.																		positive_disease_context_shift	endothelial_proxy;fibroblast_stromal_ECM;injury_KIM1_LCN2_like	attenuated_but_retained;retained_after_adjustment	Bulk module signals are disease-context consistency evidence embedded within tissue-state programs; they are not independent validation.	Bulk module shifts are embedded in plaque/stone-associated injury/remodeling tissue-state programs.	Bulk validates causal genes; injury adjustment proves confounding; retained adjusted effect proves independent mechanism; deconvolution proves cell fractions.
